Date,Time,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,Weekend,Weekday,CO_level
8/19/2004,11:00:00,1.1,1011,,6.1,816,33,830,35,1614,680,36.9,30.9,1.8934,False,True,High
8/19/2004,13:00:00,1.1,980,,5.6,793,32,858,43,1549,654,37.7,27.7,1.778,False,True,High
8/23/2004,16:00:00,1.1,857,,5.2,775,45,979,55,1258,512,37.3,15.4,0.9692,False,True,High
8/23/2004,23:00:00,1.1,902,,5.7,797,32,845,49,1355,841,26,33.1,1.0955,False,True,High
8/24/2004,0:00:00,1.1,904,,5.8,801,44,852,53,1400,862,24.1,37.9,1.1204,False,True,High
8/24/2004,6:00:00,1.1,868,,5.7,798,83,866,71,1392,824,20.1,47.8,1.1093,False,True,High
8/25/2004,2:00:00,1.1,930,,4.7,749,59,823,62,1464,777,23.7,53.2,1.5418,False,True,High
8/25/2004,6:00:00,1.1,994,,6.4,829,108,784,78,1581,982,23.6,54.2,1.5583,False,True,High
8/26/2004,22:00:00,1.1,,,,,68,,71,,,,,,False,True,High
8/27/2004,6:00:00,1.1,,,,,92,,52,,,,,,False,True,High
8/28/2004,13:00:00,1.1,903,,5.8,805,49,886,64,1361,581,33.4,22.5,1.1398,True,False,High
9/5/2004,4:00:00,1.1,929,,5.1,769,,879,,1335,607,26.4,35.1,1.1919,True,False,High
9/5/2004,18:00:00,1.1,880,,4.3,728,,1046,,1167,514,31.6,18,0.8243,True,False,High
9/17/2004,0:00:00,1.1,944,,10.7,1005,363,874,109,1633,1094,21.3,55.8,1.3974,False,True,High
9/17/2004,14:00:00,1.1,893,,6.3,828,169,988,81,1357,672,23.2,42.8,1.2017,False,True,High
9/18/2004,8:00:00,1.1,903,,5,765,176,1035,81,1317,712,20.7,49.7,1.197,True,False,High
9/18/2004,14:00:00,1.1,885,,5,765,162,1017,78,1268,619,27.6,29.2,1.0594,True,False,High
9/18/2004,15:00:00,1.1,903,,5.3,779,137,1010,73,1278,583,28.1,28.6,1.0715,True,False,High
9/20/2004,0:00:00,1.1,980,,5.7,800,100,863,79,1407,903,22.7,53.8,1.4666,False,True,High
9/22/2004,0:00:00,1.1,962,,5.9,808,99,866,74,1430,868,22.6,56.3,1.5233,False,True,High
9/25/2004,1:00:00,1.1,837,,3.7,693,26,1096,7,1178,584,15.4,53.6,0.9326,True,False,High
9/25/2004,10:00:00,1.1,862,,4.3,729,173,1103,64,1171,603,18.2,41.9,0.8674,True,False,High
9/25/2004,16:00:00,1.1,815,,4.6,743,54,1183,21,1095,536,22.1,24.8,0.6514,True,False,High
9/28/2004,23:00:00,1.1,930,,5.7,796,135,883,85,1263,977,18.6,49.1,1.0435,False,True,High
9/29/2004,0:00:00,1.1,929,,5.9,805,146,879,86,1270,974,17.2,53.9,1.0498,False,True,High
10/10/2004,3:00:00,1.1,991,,4.9,759,,845,,1440,658,23.5,61.3,1.7538,True,False,High
10/10/2004,8:00:00,1.1,1049,,6.3,826,150,765,51,1521,917,22.2,65.2,1.7256,True,False,High
10/11/2004,6:00:00,1.1,1041,,7.2,865,164,757,53,1486,902,18.6,74.9,1.5918,False,True,High
10/12/2004,0:00:00,1.1,911,,5.1,769,113,919,54,1340,791,18.9,60.7,1.311,False,True,High
10/23/2004,1:00:00,1.1,993,,6,813,132,792,57,1413,946,19.9,67.5,1.5544,True,False,High
10/24/2004,13:00:00,1.1,1000,,5.9,807,95,811,52,1376,825,25.3,46.7,1.4874,True,False,High
10/27/2004,22:00:00,1.1,933,,5.8,803,159,842,69,1369,898,17.6,69.9,1.3969,False,True,High
10/29/2004,5:00:00,1.1,1009,,6.1,816,200,799,69,1430,856,18.5,76.4,1.6112,False,True,High
11/2/2004,2:00:00,1.1,885,,4.8,753,147,878,49,1374,813,17.9,74.8,1.5219,False,True,High
11/3/2004,0:00:00,1.1,936,,6.8,849,127,798,56,1381,947,20.4,61.1,1.4495,False,True,High
11/4/2004,1:00:00,1.1,948,,6.3,826,137,802,57,1382,897,19.3,65.5,1.45,False,True,High
11/6/2004,7:00:00,1.1,1002,,6.3,828,233,798,58,1307,857,14,76.6,1.2183,True,False,High
11/7/2004,17:00:00,1.1,821,,4,713,107,1067,55,1030,539,16,34.1,0.6155,True,False,High
11/11/2004,4:00:00,1.1,930,,5.4,784,174,850,74,1151,902,7.6,81.2,0.8483,False,True,High
11/11/2004,5:00:00,1.1,918,,5.3,778,165,864,68,1136,859,7.5,81.5,0.8495,False,True,High
11/11/2004,6:00:00,1.1,952,,6.1,814,250,804,89,1153,970,8.3,77.2,0.8464,False,True,High
11/11/2004,23:00:00,1.1,900,,4,711,151,975,84,1153,736,12.7,71,1.0387,False,True,High
11/14/2004,20:00:00,1.1,812,,3,652,210,1586,106,964,554,9.1,49.6,0.5765,True,False,High
11/17/2004,2:00:00,1.1,868,,2.9,647,131,1054,85,962,828,8.4,54.5,0.6022,False,True,High
11/18/2004,5:00:00,1.1,878,,3.6,687,212,964,89,1035,813,5.9,76.6,0.7179,False,True,High
11/19/2004,4:00:00,1.1,888,,2.1,590,51,1009,41,1152,625,14.7,64.4,1.0704,False,True,High
11/21/2004,14:00:00,1.1,958,,8.7,928,351,841,174,986,1120,13.3,24.3,0.3686,True,False,High
11/21/2004,20:00:00,1.1,1060,,6.3,825,277,854,147,967,1338,9.8,36,0.4364,True,False,High
11/23/2004,1:00:00,1.1,1267,,10.8,1008,349,628,118,1264,1652,8,75.3,0.8079,False,True,High
11/28/2004,9:00:00,1.1,906,,2.8,637,166,1024,81,1070,761,8.6,76.6,0.8586,True,False,High
11/30/2004,7:00:00,1.1,999,,3.6,690,193,1027,86,1192,707,11.8,80.7,1.1181,False,True,High
12/2/2004,3:00:00,1.1,928,,3.8,699,,1930,,1198,785,11.9,78.2,1.0856,False,True,High
12/3/2004,4:00:00,1.1,986,,3.8,700,133,883,80,1249,768,14,84.1,1.3389,False,True,High
12/5/2004,17:00:00,1.1,904,,2.8,640,154,1022,77,1152,682,11.3,81,1.0851,True,False,High
12/6/2004,2:00:00,1.1,901,,3.1,661,150,1022,71,1124,714,13.3,65.3,0.9948,False,True,High
12/6/2004,3:00:00,1.1,904,,3,649,,983,,1157,726,12.7,72.2,1.0525,False,True,High
12/7/2004,2:00:00,1.1,888,,3.5,680,211,985,70,1138,826,13.1,67.4,1.0101,False,True,High
12/7/2004,3:00:00,1.1,911,,4.2,719,,947,,1170,839,11.6,73.4,0.999,False,True,High
12/8/2004,9:00:00,1.1,973,,4,712,184,923,69,1157,831,13.2,65.2,0.9841,False,True,High
12/11/2004,2:00:00,1.1,869,,3.8,702,159,1019,103,891,842,11.9,32.4,0.4489,True,False,High
12/11/2004,3:00:00,1.1,890,,3.6,688,,1015,,897,840,11.7,33.8,0.4623,True,False,High
12/14/2004,6:00:00,1.1,964,,5.4,784,282,824,92,1080,959,6,77.3,0.7262,False,True,High
12/18/2004,7:00:00,1.1,986,,5.4,785,225,842,96,1173,853,10,76.2,0.9332,True,False,High
12/20/2004,23:00:00,1.1,794,,3.6,687,170,1100,104,826,611,7.4,34.6,0.3576,False,True,High
12/21/2004,0:00:00,1.1,799,,3.6,690,169,1125,104,823,611,7.1,33.7,0.3417,False,True,High
12/23/2004,5:00:00,1.1,806,,1.6,554,106,1206,77,807,783,4,50.4,0.4154,False,True,High
12/26/2004,10:00:00,1.1,1041,,3.1,659,211,908,118,1188,792,10.6,82.1,1.0451,True,False,High
12/27/2004,2:00:00,1.1,954,,2.7,630,134,988,92,1107,664,11.6,68.9,0.9411,False,True,High
12/27/2004,23:00:00,1.1,954,,3.2,665,152,916,100,1119,777,11.3,69.8,0.932,False,True,High
1/1/2005,8:00:00,1.1,915,,3,653,169,973,94,905,901,2.6,63.2,0.4721,True,False,High
1/2/2005,5:00:00,1.1,923,,2.7,634,123,984,75,943,875,3.1,69.2,0.5337,True,False,High
1/3/2005,5:00:00,1.1,,,,,155,,92,,,,,,False,True,High
1/4/2005,7:00:00,1.1,,,,,262,,118,,,,,,False,True,High
1/6/2005,8:00:00,1.1,1017,,4,712,192,827,107,1147,829,11.4,66.6,0.8948,False,True,High
1/11/2005,2:00:00,1.1,1047,,3.9,708,146,816,91,1167,949,12.4,69.5,0.9986,False,True,High
1/12/2005,3:00:00,1.1,1022,,4.3,729,,803,,1139,1034,11.5,68.2,0.9271,False,True,High
1/13/2005,4:00:00,1.1,915,,3.7,695,192,883,86,1094,826,6.2,82.1,0.7825,False,True,High
1/14/2005,4:00:00,1.1,981,,4.2,721,103,866,59,1059,836,5.1,81.3,0.7204,False,True,High
1/15/2005,5:00:00,1.1,902,,3.1,659,158,940,92,972,800,3.4,81.4,0.6425,True,False,High
1/16/2005,16:00:00,1.1,877,,2.8,642,176,1037,112,859,565,11,33,0.4331,True,False,High
1/16/2005,17:00:00,1.1,892,,3.3,668,180,1017,121,872,632,10.3,35,0.4377,True,False,High
1/19/2005,22:00:00,1.1,859,,2.4,611,135,1053,95,918,562,8.8,52.1,0.5918,False,True,High
1/20/2005,1:00:00,1.1,876,,2.5,618,102,1032,74,948,555,8.6,51.5,0.5772,False,True,High
1/24/2005,15:00:00,1.1,1023,,8,898,256,759,148,1034,899,10.7,33.1,0.4256,False,True,High
1/25/2005,20:00:00,1.1,991,,6.1,814,197,790,133,1040,812,4.3,57,0.4771,False,True,High
1/26/2005,21:00:00,1.1,1006,,6.2,822,232,794,151,1025,897,4.7,50.8,0.4398,False,True,High
1/28/2005,1:00:00,1.1,866,,2.4,613,124,1075,97,810,579,3.3,47.4,0.3716,False,True,High
1/28/2005,22:00:00,1.1,,,,,145,,110,,,,,,False,True,High
1/28/2005,23:00:00,1.1,,,,,115,,91,,,,,,False,True,High
1/29/2005,0:00:00,1.1,,,,,136,,105,,,,,,True,False,High
1/29/2005,9:00:00,1.1,874,,2.8,641,154,1022,110,857,553,1.7,54.1,0.3785,True,False,High
1/29/2005,10:00:00,1.1,879,,2.8,642,140,1027,101,836,545,2.5,51,0.3778,True,False,High
1/29/2005,11:00:00,1.1,888,,3,652,150,1025,96,833,547,2.9,48.7,0.3706,True,False,High
1/29/2005,12:00:00,1.1,873,,2.4,610,139,1051,102,819,527,3.6,45.8,0.3674,True,False,High
1/29/2005,13:00:00,1.1,877,,2.5,618,135,1027,96,830,505,3.1,48.1,0.3722,True,False,High
1/30/2005,0:00:00,1.1,900,,2.3,604,119,1051,92,815,469,2.9,49.7,0.3782,True,False,High
1/30/2005,3:00:00,1.1,884,,2.2,599,,1065,,813,503,3.1,45.2,0.3504,True,False,High
1/30/2005,18:00:00,1.1,845,,2,582,174,1120,123,719,473,6.3,28.8,0.2772,True,False,High
1/30/2005,22:00:00,1.1,868,,2.4,615,154,1095,120,752,551,4.3,36.6,0.3064,True,False,High
2/1/2005,1:00:00,1.1,996,,3.8,698,153,871,123,894,1228,4.1,50.1,0.415,False,True,High
2/1/2005,6:00:00,1.1,1024,,4.2,724,241,814,122,944,1198,2,64.9,0.4661,False,True,High
2/3/2005,2:00:00,1.1,975,,3.9,707,192,860,128,902,1107,3.4,54.7,0.4323,False,True,High
2/5/2005,14:00:00,1.1,903,,3.7,696,180,932,129,850,629,9.3,33.1,0.3874,True,False,High
2/5/2005,22:00:00,1.1,938,,3.5,685,214,934,157,870,840,4.9,43.7,0.3809,True,False,High
2/6/2005,18:00:00,1.1,925,,2.9,649,186,1003,142,819,570,6.9,36.4,0.3635,True,False,High
2/6/2005,22:00:00,1.1,896,,2.6,627,158,1033,126,782,610,5.4,36.6,0.3304,True,False,High
2/7/2005,0:00:00,1.1,902,,2.4,613,130,1049,110,777,566,4.8,38,0.33,False,True,High
2/8/2005,22:00:00,1.1,,,,,157,,127,,,,,,False,True,High
2/13/2005,14:00:00,1.1,1168,,6.5,836,118,666,92,1278,822,19.5,39.3,0.882,True,False,High
2/14/2005,2:00:00,1.1,1024,,4,709,142,798,109,1120,884,9.8,61.2,0.7413,False,True,High
2/14/2005,13:00:00,1.1,970,,7,857,162,748,120,990,693,12,38.7,0.5402,False,True,High
2/14/2005,15:00:00,1.1,941,,5.8,800,157,823,115,917,671,12.6,30.6,0.4443,False,True,High
2/14/2005,16:00:00,1.1,921,,5.2,771,162,850,120,885,632,13,27.4,0.4085,False,True,High
2/16/2005,4:00:00,1.1,1052,,4.5,740,237,768,142,913,1202,3.3,52.2,0.4074,False,True,High
2/16/2005,12:00:00,1.1,955,,4.3,725,205,890,138,880,770,9.1,34.5,0.3994,False,True,High
2/19/2005,7:00:00,1.1,993,,4.5,736,235,819,148,941,1018,0.9,64.6,0.4294,True,False,High
2/19/2005,15:00:00,1.1,981,,2.9,649,141,924,114,901,573,12.4,34.9,0.5002,True,False,High
2/19/2005,16:00:00,1.1,988,,3.4,679,144,905,117,911,595,12.8,31.9,0.4684,True,False,High
2/20/2005,12:00:00,1.1,1023,,2.5,623,120,916,97,976,571,9.1,56.2,0.6515,True,False,High
2/20/2005,13:00:00,1.1,1037,,2.8,636,151,891,112,1024,582,7.9,66.5,0.7124,True,False,High
2/20/2005,15:00:00,1.1,1042,,3.3,671,145,861,107,1038,634,8.4,61,0.6721,True,False,High
2/20/2005,19:00:00,1.1,1016,,2.9,647,154,906,119,997,649,7.1,62.6,0.6341,True,False,High
2/20/2005,22:00:00,1.1,984,,3.1,661,130,898,105,965,638,7.7,54.4,0.5753,True,False,High
2/21/2005,1:00:00,1.1,946,,2.1,588,93,1005,80,948,480,6.6,61.9,0.6056,False,True,High
2/23/2005,1:00:00,1.1,952,,3.2,665,146,907,119,1007,703,4,79.3,0.6517,False,True,High
2/24/2005,1:00:00,1.1,937,,2.6,625,142,977,120,983,798,5.1,74.5,0.6626,False,True,High
2/25/2005,3:00:00,1.1,1010,,3.4,679,,854,,1046,889,5,82.9,0.73,False,True,High
2/27/2005,7:00:00,1.1,940,,3.2,665,188,900,112,955,879,1.4,76.3,0.5261,True,False,High
2/27/2005,8:00:00,1.1,935,,3.6,689,225,894,118,949,871,2.5,69.5,0.5172,True,False,High
2/27/2005,14:00:00,1.1,895,,2.5,622,149,1012,115,804,471,10,35.5,0.4346,True,False,High
2/27/2005,16:00:00,1.1,904,,2.3,608,134,1033,100,807,398,8.3,40.3,0.4431,True,False,High
2/27/2005,17:00:00,1.1,888,,2.4,611,150,1035,111,791,419,7.9,38.9,0.4141,True,False,High
2/28/2005,13:00:00,1.1,840,,3.1,661,185,1016,125,757,435,4,36.8,0.3016,False,True,High
3/1/2005,23:00:00,1.1,812,,2.5,621,152,1143,110,669,529,0.3,31.9,0.2031,False,True,High
3/3/2005,2:00:00,1.1,986,,3.5,682,155,875,117,884,1205,3.8,45.9,0.3728,False,True,High
3/4/2005,6:00:00,1.1,1023,,3.6,690,210,833,117,1049,1006,3.7,76.4,0.6164,False,True,High
3/5/2005,5:00:00,1.1,975,,3.5,681,136,889,110,948,813,4.2,62.5,0.5191,True,False,High
3/5/2005,6:00:00,1.1,993,,4.3,727,194,810,128,989,1001,3.1,68.6,0.5302,True,False,High
3/5/2005,10:00:00,1.1,915,,3.1,658,166,957,121,866,562,10,37.7,0.4643,True,False,High
3/5/2005,11:00:00,1.1,978,,5.2,772,162,870,117,955,586,13,30.3,0.452,True,False,High
3/10/2005,2:00:00,1.1,1034,,4.1,715,131,801,98,1067,1051,6.1,72.1,0.6847,False,True,High
3/10/2005,3:00:00,1.1,1014,,4.4,731,,784,,1062,1038,4.6,78.2,0.6684,False,True,High
3/11/2005,16:00:00,1.1,1201,,10.2,985,289,585,156,1252,996,18.8,31.5,0.6752,False,True,High
3/16/2005,1:00:00,1.1,1038,,4,709,183,768,123,1087,1069,11.4,58,0.7818,False,True,High
3/18/2005,2:00:00,1.1,1040,,4.5,736,209,740,132,1099,1050,10.4,58.4,0.7367,False,True,High
3/19/2005,2:00:00,1.1,1044,,2.7,630,160,845,119,1099,809,11.8,67.9,0.9362,True,False,High
3/20/2005,3:00:00,1.1,1027,,3.5,684,132,788,94,1149,666,13.2,64.8,0.9801,True,False,High
3/20/2005,16:00:00,1.1,1087,,4.1,717,135,786,91,1112,515,22.1,34.5,0.9035,True,False,High
3/21/2005,2:00:00,1.1,1027,,3.3,673,126,794,95,1160,770,13.3,67,1.0207,False,True,High
3/26/2005,7:00:00,1.1,1135,,5.7,797,175,651,80,1325,1109,16.1,69.5,1.2623,True,False,High
3/27/2005,7:00:00,1.1,1082,,4.2,720,144,697,76,1297,960,15.6,67.7,1.1911,True,False,High
3/27/2005,8:00:00,1.1,1068,,3.6,688,152,725,78,1289,926,15.2,71.5,1.2228,True,False,High
3/27/2005,9:00:00,1.1,1136,,4.4,733,156,692,79,1344,901,14.5,80.8,1.3224,True,False,High
3/29/2005,23:00:00,1.1,1025,,5,761,158,745,107,1237,942,13.5,70.8,1.0928,False,True,High
3/31/2005,1:00:00,1.1,998,,4.1,718,134,757,93,1230,951,14.2,68.6,1.1068,False,True,High
3/31/2005,16:00:00,1.1,961,,3.8,702,150,849,102,1070,527,21.5,33.8,0.8575,False,True,High
4/1/2005,12:00:00,1.1,925,,4,713,172,853,115,957,518,19.2,29.5,0.648,False,True,High
4/1/2005,15:00:00,1.1,897,,3.6,687,176,908,119,916,467,19.4,25.3,0.5625,False,True,High
4/1/2005,23:00:00,1.1,893,,3.4,675,180,955,127,853,560,13.6,30.8,0.4779,False,True,High
4/2/2005,1:00:00,1.1,838,,1.9,580,167,1055,127,791,516,12.7,33.6,0.4902,True,False,High
4/2/2005,17:00:00,1.1,947,,3.5,682,159,906,113,928,488,21,22.3,0.5468,True,False,High
4/2/2005,18:00:00,1.1,947,,4,708,161,858,117,958,556,18.6,26.6,0.5631,True,False,High
4/2/2005,20:00:00,1.1,925,,2.9,645,167,904,122,930,546,14.3,38,0.6162,True,False,High
4/3/2005,15:00:00,1.1,956,,5.4,783,142,857,100,896,516,30,11.1,0.4624,True,False,High
4/4/2005,6:00:00,1.1,1031,,4.4,730,182,760,93,1129,905,9.5,63.1,0.7531,False,True,High
2/13/2005,16:00:00,1,1052,,4.4,734,115,799,90,1109,588,19.4,32.4,0.7239,True,False,Moderate
2/13/2005,17:00:00,1,1053,,4.3,727,137,789,100,1081,610,17.1,35.8,0.6944,True,False,Moderate
2/13/2005,21:00:00,1,984,,3.7,694,141,881,116,1032,711,13.7,42.9,0.6687,True,False,Moderate
2/15/2005,0:00:00,1,884,,3.1,658,126,982,102,813,581,8.7,31.2,0.3521,False,True,Moderate
2/15/2005,11:00:00,1,863,,3.3,669,198,993,133,776,511,11.3,24.9,0.3318,False,True,Moderate
2/15/2005,15:00:00,1,849,,3.5,680,161,1015,111,741,461,11.9,19.2,0.2677,False,True,Moderate
2/17/2005,3:00:00,1,993,,3.6,688,,847,,874,931,5.8,42.9,0.399,False,True,Moderate
2/17/2005,7:00:00,1,1033,,4,711,220,893,115,935,893,6.4,43.8,0.423,False,True,Moderate
2/18/2005,2:00:00,1,921,,2.1,594,100,1025,82,867,479,6.3,49.6,0.4787,False,True,Moderate
2/20/2005,11:00:00,1,996,,2.5,620,118,928,94,946,570,10.6,45.8,0.5838,True,False,Moderate
2/20/2005,14:00:00,1,1017,,2.4,613,131,919,104,1007,551,8,65,0.6991,True,False,Moderate
2/25/2005,4:00:00,1,1007,,3.4,677,116,863,97,1053,848,5,82.5,0.7265,False,True,Moderate
2/25/2005,6:00:00,1,998,,4.1,717,228,872,146,1095,895,5.2,80.7,0.7219,False,True,Moderate
2/26/2005,7:00:00,1,855,,1.9,578,144,1121,108,855,599,5.7,54.3,0.5022,True,False,Moderate
2/26/2005,8:00:00,1,914,,3.9,705,182,966,124,926,687,6.2,51.3,0.488,True,False,Moderate
2/27/2005,5:00:00,1,901,,2.7,631,108,988,87,915,751,3.7,65.9,0.5295,True,False,Moderate
2/27/2005,22:00:00,1,875,,2.1,594,128,1079,105,793,451,4.5,48,0.4085,True,False,Moderate
2/28/2005,1:00:00,1,865,,1.8,566,111,1119,94,797,423,4,52.9,0.4338,False,True,Moderate
2/28/2005,8:00:00,1,893,,2.6,629,212,1015,111,837,456,2.7,50.5,0.3804,False,True,Moderate
2/28/2005,10:00:00,1,839,,2.3,608,191,1040,115,780,475,3.3,45.2,0.354,False,True,Moderate
2/28/2005,14:00:00,1,812,,2.9,646,156,1045,110,731,421,3.7,35,0.2823,False,True,Moderate
3/1/2005,14:00:00,1,827,,3.1,660,178,1030,102,709,426,3.2,30.8,0.2399,False,True,Moderate
3/1/2005,16:00:00,1,830,,3,655,198,1045,113,710,467,4.1,28.6,0.2363,False,True,Moderate
3/1/2005,22:00:00,1,808,,2.4,613,165,1137,116,672,543,0.6,34.1,0.221,False,True,Moderate
3/3/2005,4:00:00,1,1076,,4.1,715,179,783,119,947,1448,3.4,56.3,0.4455,False,True,Moderate
3/3/2005,5:00:00,1,1104,,4,713,143,754,108,1001,1433,2.9,67.9,0.5183,False,True,Moderate
3/6/2005,12:00:00,1,899,,2.3,603,122,1055,97,782,379,12.3,29.9,0.4255,True,False,Moderate
3/6/2005,13:00:00,1,895,,2.6,624,122,1002,96,787,387,14.8,23.7,0.3945,True,False,Moderate
3/9/2005,2:00:00,1,973,,3.2,663,154,889,117,887,1014,4.6,53.5,0.4584,False,True,Moderate
3/10/2005,4:00:00,1,988,,3.3,673,165,838,94,1034,969,4,80.9,0.667,False,True,Moderate
3/11/2005,2:00:00,1,952,,3.2,662,155,905,111,887,1024,5.7,49.4,0.4551,False,True,Moderate
3/11/2005,12:00:00,1,1203,,9.3,951,339,618,162,1162,1305,17.2,30.6,0.5949,False,True,Moderate
3/12/2005,0:00:00,1,1189,,5.7,797,312,688,174,1157,1213,10.3,55.9,0.7014,True,False,Moderate
3/13/2005,11:00:00,1,1283,,7.7,887,362,607,160,1238,1231,13.5,51.6,0.7931,True,False,Moderate
3/13/2005,21:00:00,1,1189,,6.6,837,323,665,172,1204,1208,14.6,51.6,0.8508,True,False,Moderate
3/14/2005,6:00:00,1,1103,,4.4,730,201,735,103,1139,1049,9.2,71,0.8299,False,True,Moderate
3/16/2005,7:00:00,1,1011,,3.6,685,178,823,99,1054,902,7.6,69.2,0.7238,False,True,Moderate
3/19/2005,3:00:00,1,1053,,2.9,648,125,808,94,1109,709,12.3,65.8,0.9374,True,False,Moderate
3/19/2005,7:00:00,1,1049,,3.6,686,156,793,96,1159,795,11.9,65.6,0.9129,True,False,Moderate
3/20/2005,9:00:00,1,1041,,3.9,706,140,778,97,1178,756,14,59.7,0.9491,True,False,Moderate
3/25/2005,2:00:00,1,1099,,4,709,165,727,109,1263,1000,15.2,73.3,1.2556,False,True,Moderate
3/25/2005,3:00:00,1,1106,,4.1,715,152,714,101,1279,949,13.9,80.4,1.2694,False,True,Moderate
3/25/2005,7:00:00,1,1138,,5.4,782,228,705,100,1321,926,14.1,75.5,1.2065,False,True,Moderate
3/27/2005,2:00:00,1,1008,,3.3,669,115,791,78,1241,894,16.6,63,1.1784,True,False,Moderate
3/27/2005,3:00:00,1,1034,,3.9,707,122,740,74,1267,930,16.2,64.3,1.1729,True,False,Moderate
3/27/2005,4:00:00,1,1001,,3.4,675,105,778,68,1260,861,15.9,65.1,1.1654,True,False,Moderate
3/28/2005,2:00:00,1,1015,,2.8,640,144,821,92,1247,738,14.1,79.1,1.2665,False,True,Moderate
3/28/2005,3:00:00,1,1003,,2.7,635,117,829,78,1235,711,13.7,80.6,1.2528,False,True,Moderate
3/28/2005,7:00:00,1,1010,,3.1,656,166,815,84,1260,809,14.1,77.8,1.2445,False,True,Moderate
3/28/2005,8:00:00,1,1025,,3.4,675,160,798,89,1257,828,15,73.2,1.2413,False,True,Moderate
3/29/2005,1:00:00,1,963,,2.9,646,117,834,83,1181,846,14.7,66.4,1.1006,False,True,Moderate
3/29/2005,6:00:00,1,1031,,4.7,748,188,738,86,1245,890,12.9,71.8,1.0657,False,True,Moderate
3/31/2005,15:00:00,1,963,,3.7,691,128,857,89,1075,512,22.5,32.9,0.8846,False,True,Moderate
3/31/2005,21:00:00,1,895,,2.3,607,114,944,93,1012,512,16.3,44.8,0.8244,False,True,Moderate
4/1/2005,10:00:00,1,948,,3.5,684,180,851,120,1011,599,16.5,40.8,0.757,False,True,Moderate
4/1/2005,11:00:00,1,939,,3.6,687,197,870,123,981,550,18.9,33.8,0.7312,False,True,Moderate
4/1/2005,14:00:00,1,891,,3.3,669,160,923,111,911,456,19.2,27,0.5934,False,True,Moderate
4/2/2005,10:00:00,1,890,,2.7,634,150,952,102,856,471,16.3,30,0.5514,True,False,Moderate
4/2/2005,13:00:00,1,892,,2.4,614,137,986,95,843,408,20.5,21.9,0.5215,True,False,Moderate
4/3/2005,13:00:00,1,928,,3.8,701,119,926,86,902,456,28.7,13.7,0.5302,True,False,Moderate
4/3/2005,14:00:00,1,933,,4.2,722,121,899,87,890,450,28.5,13.1,0.5002,True,False,Moderate
6/11/2004,4:00:00,0.4,789,,2.6,623,36,1146,53,1407,663,22,44.3,1.1553,False,True,Low
6/13/2004,5:00:00,0.4,842,,2.2,597,21,1237,33,1444,512,23.3,51,1.4346,True,False,Low
6/13/2004,6:00:00,0.4,797,,1.5,543,25,1466,37,1347,410,21.6,48.1,1.2259,True,False,Low
6/13/2004,7:00:00,0.4,796,,1.3,526,25,1534,36,1322,392,21.4,47.8,1.2005,True,False,Low
6/13/2004,8:00:00,0.4,767,,1.2,520,30,1526,42,1287,377,20.5,46.8,1.1152,True,False,Low
6/15/2004,3:00:00,0.4,732,,1,503,,1525,,1321,441,21,47.1,1.1546,False,True,Low
6/15/2004,4:00:00,0.4,770,,2,586,24,1326,38,1392,527,20.8,48.5,1.18,False,True,Low
6/18/2004,3:00:00,0.4,762,,2.5,618,,1214,,1431,516,22.2,50.7,1.3405,False,True,Low
6/18/2004,5:00:00,0.4,775,,2.6,628,27,1178,36,1437,554,21.9,50.1,1.3002,False,True,Low
6/22/2004,2:00:00,0.4,758,,1.9,580,22,1215,36,1374,531,22.1,44.3,1.1665,False,True,Low
6/23/2004,5:00:00,0.4,768,,2.2,597,30,1155,40,1396,606,21.7,46.8,1.2031,False,True,Low
6/26/2004,5:00:00,0.4,769,,2.3,606,41,1171,58,1314,610,19.5,42.4,0.9515,True,False,Low
6/28/2004,4:00:00,0.4,838,,2.7,632,24,1079,39,1438,634,24,46.6,1.37,False,True,Low
6/29/2004,2:00:00,0.4,891,,3.9,705,27,980,46,1534,806,27.3,41.6,1.4906,False,True,Low
7/3/2004,4:00:00,0.4,828,,2.8,639,27,1077,41,1371,573,22.6,43,1.1629,True,False,Low
7/4/2004,14:00:00,0.4,809,,3.2,664,28,1185,40,1270,427,38.5,14.8,0.9942,True,False,Low
7/5/2004,2:00:00,0.4,839,,3,652,34,1075,49,1405,671,22.5,43.2,1.1589,False,True,Low
7/5/2004,5:00:00,0.4,799,,2.4,613,38,1120,43,1387,641,21.6,45.7,1.1665,False,True,Low
7/6/2004,4:00:00,0.4,829,,2.2,602,23,1123,36,1410,596,23.5,46.7,1.3361,False,True,Low
7/7/2004,4:00:00,0.4,828,,2.6,626,27,1073,45,1362,754,25.5,34.6,1.1096,False,True,Low
7/9/2004,4:00:00,0.4,876,,2.3,605,29,1144,40,1432,456,27.4,42.2,1.5177,False,True,Low
7/10/2004,5:00:00,0.4,877,,4,711,41,1018,45,1475,580,21.7,52,1.3313,True,False,Low
7/11/2004,4:00:00,0.4,796,,2.7,636,30,1092,40,1387,576,20.6,50.3,1.2041,True,False,Low
7/11/2004,7:00:00,0.4,842,,3.1,656,40,1080,48,1427,620,20.4,52.6,1.247,True,False,Low
7/11/2004,13:00:00,0.4,804,,2.8,636,21,1185,36,1321,424,31.8,22.3,1.0366,True,False,Low
